rideable_type,member_casual,Day Name,Month Name,Custom,Hour,Count
classic_bike,member,Tuesday,November,Under 10,11,538
electric_bike,casual,Tuesday,November,Under 10,20,130
electric_bike,member,Friday,November,10 to 30,13,381
classic_bike,member,Sunday,November,10 to 30,21,89
electric_bike,member,Tuesday,November,Under 10,17,1306
classic_bike,casual,Saturday,November,Over 60,14,71
electric_bike,member,Monday,November,10 to 30,4,18
electric_bike,member,Wednesday,November,10 to 30,18,397
electric_bike,member,Sunday,November,Under 10,10,700
electric_bike,casual,Monday,November,10 to 30,18,138
electric_bike,member,Sunday,November,10 to 30,18,285
classic_bike,member,Friday,November,Under 10,2,14
electric_bike,member,Thursday,November,Under 10,7,844
electric_bike,member,Tuesday,November,10 to 30,18,492
classic_bike,member,Sunday,November,Under 10,21,161
electric_bike,member,Saturday,November,Under 10,7,276
electric_bike,member,Saturday,November,30 to 60,14,53
electric_bike,member,Thursday,November,Under 10,18,692
classic_bike,member,Saturday,November,10 to 30,12,434
classic_bike,member,Monday,November,Under 10,5,146
classic_bike,member,Friday,November,10 to 30,11,275
electric_bike,member,Wednesday,November,Under 10,19,478
electric_bike,member,Friday,November,Under 10,9,753
classic_bike,casual,Saturday,November,10 to 30,11,300
electric_bike,member,Sunday,November,10 to 30,15,512
electric_bike,casual,Saturday,November,10 to 30,9,138
classic_bike,casual,Friday,November,Over 60,12,49
electric_bike,casual,Tuesday,November,10 to 30,14,108
electric_bike,member,Friday,November,Under 10,23,361
classic_bike,member,Tuesday,November,Under 10,5,140
classic_bike,member,Wednesday,November,10 to 30,10,185
electric_bike,member,Tuesday,November,10 to 30,17,717
electric_bike,member,Thursday,November,Under 10,10,346
electric_bike,member,Tuesday,November,Under 10,12,780
electric_bike,member,Monday,November,Under 10,0,97
electric_bike,member,Monday,November,10 to 30,21,148
classic_bike,member,Tuesday,November,10 to 30,8,569
electric_bike,casual,Friday,November,Under 10,16,545
classic_bike,casual,Saturday,November,Over 60,13,88
classic_bike,casual,Saturday,November,10 to 30,14,431
electric_bike,member,Saturday,November,10 to 30,10,444
classic_bike,member,Wednesday,November,10 to 30,16,603
electric_bike,member,Sunday,November,Under 10,11,759
electric_bike,member,Thursday,November,10 to 30,10,151
electric_bike,member,Saturday,November,Under 10,6,166
classic_bike,casual,Tuesday,November,Over 60,12,14
electric_bike,member,Tuesday,November,10 to 30,16,781
classic_bike,member,Sunday,November,10 to 30,10,385
classic_bike,member,Thursday,November,Under 10,7,622
electric_bike,member,Wednesday,November,10 to 30,9,313
electric_bike,member,Friday,November,10 to 30,12,352
classic_bike,member,Monday,November,10 to 30,13,222
electric_bike,member,Friday,November,10 to 30,20,220
electric_bike,casual,Wednesday,November,10 to 30,18,105
electric_bike,member,Friday,November,10 to 30,8,495
classic_bike,member,Thursday,November,10 to 30,11,171
classic_bike,member,Monday,November,10 to 30,9,283
classic_bike,member,Saturday,November,10 to 30,22,85
classic_bike,member,Wednesday,November,10 to 30,21,85
classic_bike,member,Friday,November,Under 10,13,789
classic_bike,member,Saturday,November,30 to 60,10,55
classic_bike,member,Tuesday,November,10 to 30,15,347
classic_bike,member,Monday,November,10 to 30,16,512
electric_bike,member,Wednesday,November,10 to 30,11,200
classic_bike,member,Friday,November,10 to 30,7,380
electric_bike,member,Tuesday,November,Under 10,20,450
classic_bike,casual,Sunday,November,30 to 60,14,168
classic_bike,member,Thursday,November,10 to 30,10,156
classic_bike,member,Friday,November,10 to 30,8,437
electric_bike,member,Friday,November,10 to 30,22,192
classic_bike,member,Friday,November,Under 10,11,646
classic_bike,member,Thursday,November,Under 10,10,341
electric_bike,member,Friday,November,10 to 30,6,246
classic_bike,casual,Wednesday,November,Under 10,8,172
classic_bike,casual,Friday,November,10 to 30,18,191
electric_bike,casual,Saturday,November,Under 10,0,274
electric_bike,casual,Sunday,November,Under 10,8,142
classic_bike,casual,Saturday,November,Under 10,11,242
classic_bike,casual,Saturday,November,Under 10,13,242
classic_bike,member,Saturday,November,10 to 30,2,40
classic_bike,member,Saturday,November,Under 10,12,794
electric_bike,member,Monday,November,Under 10,12,675
electric_bike,casual,Friday,November,10 to 30,14,242
electric_bike,member,Saturday,November,10 to 30,19,298
electric_bike,member,Thursday,November,10 to 30,5,38
electric_bike,member,Sunday,November,10 to 30,13,343
classic_bike,casual,Thursday,November,Over 60,11,19
classic_bike,member,Saturday,November,Under 10,14,747
classic_bike,member,Monday,November,10 to 30,18,416
classic_bike,member,Wednesday,November,10 to 30,15,369
classic_bike,member,Tuesday,November,10 to 30,19,311
classic_bike,casual,Thursday,November,Under 10,21,69
classic_bike,casual,Wednesday,November,10 to 30,22,35
electric_bike,member,Saturday,November,10 to 30,11,455
classic_bike,member,Tuesday,November,10 to 30,16,593
classic_bike,member,Thursday,November,Under 10,17,792
classic_bike,casual,Friday,November,Under 10,4,20
electric_bike,casual,Thursday,November,Under 10,23,90
electric_bike,casual,Friday,November,Under 10,14,382
electric_bike,casual,Friday,November,10 to 30,15,265
electric_bike,casual,Sunday,November,30 to 60,7,8
classic_bike,member,Sunday,November,Under 10,23,77
classic_bike,casual,Tuesday,November,10 to 30,16,155
electric_bike,member,Tuesday,November,Under 10,6,562
electric_bike,member,Sunday,November,Under 10,16,764
electric_bike,member,Tuesday,November,10 to 30,15,420
electric_bike,member,Saturday,November,Under 10,1,208
electric_bike,member,Tuesday,November,Under 10,22,310
classic_bike,member,Saturday,November,10 to 30,18,285
classic_bike,member,Tuesday,November,Under 10,8,1046
classic_bike,casual,Thursday,November,10 to 30,20,37
classic_bike,member,Monday,November,Under 10,8,976
classic_bike,member,Sunday,November,Under 10,17,455
classic_bike,member,Friday,November,Under 10,12,758
classic_bike,member,Thursday,November,Under 10,15,367
classic_bike,casual,Tuesday,November,Under 10,18,181
electric_bike,casual,Wednesday,November,Under 10,1,40
electric_bike,casual,Friday,November,Under 10,0,124
electric_bike,member,Thursday,November,Under 10,11,418
classic_bike,casual,Friday,November,Under 10,6,54
classic_bike,member,Saturday,November,10 to 30,9,300
electric_bike,member,Thursday,November,10 to 30,8,554
classic_bike,member,Monday,November,10 to 30,15,316
classic_bike,member,Thursday,November,Under 10,13,432
classic_bike,member,Friday,November,Under 10,19,597
classic_bike,member,Wednesday,November,Under 10,22,152
classic_bike,member,Sunday,November,Under 10,8,350
classic_bike,member,Monday,November,10 to 30,2,12
electric_bike,member,Thursday,November,10 to 30,9,236
classic_bike,member,Saturday,November,10 to 30,7,104
electric_bike,casual,Sunday,November,Under 10,4,62
electric_bike,casual,Sunday,November,Under 10,11,395
classic_bike,member,Sunday,November,Under 10,18,417
electric_bike,member,Sunday,November,Under 10,0,257
classic_bike,member,Friday,November,Under 10,8,791
classic_bike,casual,Tuesday,November,Under 10,11,92
classic_bike,member,Friday,November,10 to 30,21,160
electric_bike,member,Friday,November,Under 10,6,474
classic_bike,casual,Sunday,November,10 to 30,12,335
electric_bike,member,Thursday,November,Under 10,14,516
electric_bike,member,Friday,November,10 to 30,7,438
classic_bike,casual,Sunday,November,Under 10,12,228
electric_bike,casual,Monday,November,10 to 30,14,151
electric_bike,casual,Monday,November,Under 10,7,240
classic_bike,casual,Monday,November,30 to 60,16,30
electric_bike,casual,Thursday,November,Under 10,7,225
classic_bike,member,Tuesday,November,Over 60,5,3
classic_bike,member,Wednesday,November,10 to 30,5,55
classic_bike,member,Sunday,November,Under 10,14,577
classic_bike,member,Sunday,November,Under 10,5,33
classic_bike,member,Sunday,November,10 to 30,14,359
electric_bike,member,Sunday,November,Under 10,8,305
electric_bike,member,Sunday,November,Under 10,6,145
electric_bike,member,Thursday,November,Under 10,19,494
classic_bike,casual,Thursday,November,30 to 60,18,14
electric_bike,casual,Wednesday,November,Under 10,10,184
classic_bike,member,Wednesday,November,Under 10,21,211
classic_bike,casual,Saturday,November,Under 10,17,168
classic_bike,casual,Monday,November,Under 10,15,117
electric_bike,casual,Tuesday,November,10 to 30,16,201
classic_bike,member,Saturday,November,Under 10,21,220
electric_bike,member,Tuesday,November,10 to 30,7,526
electric_bike,casual,Sunday,November,Under 10,0,216
classic_bike,member,Sunday,November,10 to 30,16,368
classic_bike,casual,Monday,November,10 to 30,16,121
electric_bike,casual,Monday,November,Under 10,16,415
electric_bike,member,Thursday,November,Under 10,6,406
classic_bike,member,Sunday,November,Under 10,12,665
classic_bike,casual,Friday,November,Under 10,19,167
electric_bike,casual,Saturday,November,Under 10,11,430
electric_bike,casual,Monday,November,10 to 30,16,160
classic_bike,casual,Sunday,November,10 to 30,15,505
classic_bike,casual,Thursday,November,10 to 30,22,59
classic_bike,member,Tuesday,November,Under 10,7,830
classic_bike,member,Sunday,November,10 to 30,15,443
electric_bike,member,Saturday,November,10 to 30,22,183
classic_bike,member,Friday,November,Under 10,21,312
classic_bike,member,Wednesday,November,30 to 60,8,61
classic_bike,member,Tuesday,November,10 to 30,14,225
classic_bike,casual,Thursday,November,10 to 30,12,74
classic_bike,member,Thursday,November,Under 10,12,437
classic_bike,casual,Thursday,November,30 to 60,16,31
classic_bike,casual,Wednesday,November,Under 10,18,119
classic_bike,casual,Wednesday,November,Under 10,0,30
classic_bike,member,Saturday,November,Under 10,20,274
classic_bike,casual,Sunday,November,30 to 60,11,151
classic_bike,member,Saturday,November,10 to 30,5,10
classic_bike,member,Thursday,November,Under 10,9,470
classic_bike,member,Monday,November,Over 60,8,4
classic_bike,member,Monday,November,Under 10,11,470
classic_bike,member,Friday,November,Under 10,6,345
electric_bike,member,Wednesday,November,Under 10,6,527
classic_bike,member,Friday,November,10 to 30,6,147
electric_bike,casual,Sunday,November,10 to 30,14,351
classic_bike,member,Sunday,November,Under 10,6,80
classic_bike,member,Wednesday,November,Under 10,13,581
classic_bike,member,Saturday,November,Under 10,0,132
classic_bike,member,Wednesday,November,10 to 30,0,32
classic_bike,member,Tuesday,November,30 to 60,9,35
electric_bike,member,Monday,November,10 to 30,9,294
classic_bike,member,Tuesday,November,10 to 30,9,286
classic_bike,member,Friday,November,10 to 30,10,199
classic_bike,member,Saturday,November,Under 10,2,61
electric_bike,member,Saturday,November,10 to 30,16,460
electric_bike,member,Wednesday,November,Under 10,18,814
electric_bike,member,Thursday,November,Under 10,9,546
classic_bike,member,Wednesday,November,30 to 60,9,37
electric_bike,member,Monday,November,Under 10,11,567
classic_bike,casual,Friday,November,Under 10,13,203
electric_bike,member,Wednesday,November,Under 10,12,712
classic_bike,member,Monday,November,10 to 30,10,220
classic_bike,member,Tuesday,November,10 to 30,20,215
electric_bike,casual,Thursday,November,Under 10,9,178
electric_bike,member,Saturday,November,Under 10,22,329
classic_bike,member,Wednesday,November,Under 10,12,611
classic_bike,member,Wednesday,November,10 to 30,9,294
classic_bike,member,Saturday,November,10 to 30,14,513
classic_bike,member,Monday,November,Under 10,21,258
electric_bike,member,Saturday,November,10 to 30,17,423
electric_bike,casual,Saturday,November,Under 10,14,474
classic_bike,casual,Tuesday,November,Under 10,12,122
electric_bike,member,Friday,November,Under 10,20,568
electric_bike,member,Wednesday,November,Under 10,13,696
classic_bike,member,Saturday,November,Under 10,11,711
electric_bike,member,Thursday,November,Under 10,15,624
classic_bike,casual,Tuesday,November,Under 10,8,166
electric_bike,casual,Tuesday,November,Under 10,13,263
classic_bike,casual,Tuesday,November,10 to 30,17,167
classic_bike,casual,Monday,November,Under 10,7,105
electric_bike,member,Friday,November,Under 10,11,729
electric_bike,member,Friday,November,Under 10,13,989
electric_bike,casual,Friday,November,Under 10,18,486
electric_bike,member,Thursday,November,10 to 30,11,153
classic_bike,casual,Friday,November,10 to 30,7,54
electric_bike,member,Monday,November,10 to 30,11,196
classic_bike,member,Monday,November,Under 10,15,602
classic_bike,member,Saturday,November,Under 10,17,541
classic_bike,member,Sunday,November,Under 10,10,595
classic_bike,member,Monday,November,Under 10,14,515
electric_bike,member,Friday,November,10 to 30,15,711
electric_bike,member,Monday,November,Under 10,22,197
electric_bike,casual,Saturday,November,10 to 30,12,285
electric_bike,casual,Saturday,November,Under 10,12,423
classic_bike,casual,Saturday,November,10 to 30,15,336
classic_bike,member,Saturday,November,10 to 30,13,468
electric_bike,member,Saturday,November,Under 10,4,60
electric_bike,casual,Saturday,November,Under 10,17,378
electric_bike,member,Monday,November,Under 10,4,34
classic_bike,member,Sunday,November,10 to 30,20,134
electric_bike,member,Tuesday,November,Under 10,10,539
classic_bike,member,Monday,November,10 to 30,22,68
electric_bike,member,Saturday,November,10 to 30,6,78
electric_bike,member,Thursday,November,10 to 30,22,140
electric_bike,casual,Saturday,November,10 to 30,13,341
classic_bike,member,Saturday,November,10 to 30,0,73
electric_bike,member,Wednesday,November,Under 10,8,1251
classic_bike,casual,Saturday,November,Under 10,15,249
classic_bike,member,Friday,November,10 to 30,20,151
classic_bike,member,Friday,November,30 to 60,13,47
electric_bike,member,Saturday,November,Under 10,23,281
classic_bike,member,Tuesday,November,30 to 60,17,94
electric_bike,member,Friday,November,10 to 30,16,815
electric_bike,member,Friday,November,10 to 30,11,290
electric_bike,casual,Wednesday,November,Under 10,17,390
electric_bike,member,Saturday,November,10 to 30,13,524
electric_bike,member,Monday,November,10 to 30,12,229
classic_bike,casual,Saturday,November,Under 10,22,95
classic_bike,member,Monday,November,10 to 30,19,247
electric_bike,member,Monday,November,10 to 30,17,784
electric_bike,casual,Thursday,November,Under 10,17,337
classic_bike,member,Monday,November,30 to 60,19,27
classic_bike,casual,Friday,November,Under 10,10,130
electric_bike,casual,Tuesday,November,10 to 30,19,78
electric_bike,member,Wednesday,November,Under 10,3,29
classic_bike,member,Thursday,November,Under 10,5,115
electric_bike,member,Monday,November,Under 10,10,527
classic_bike,member,Wednesday,November,10 to 30,7,445
electric_bike,member,Wednesday,November,10 to 30,1,23
classic_bike,member,Friday,November,10 to 30,14,384
classic_bike,casual,Saturday,November,Under 10,7,72
electric_bike,casual,Sunday,November,Under 10,17,257
classic_bike,casual,Sunday,November,Under 10,2,38
classic_bike,casual,Tuesday,November,Under 10,7,142
electric_bike,casual,Tuesday,November,10 to 30,0,17
classic_bike,member,Saturday,November,Under 10,23,142
electric_bike,member,Wednesday,November,Over 60,18,4
classic_bike,member,Thursday,November,10 to 30,13,153
electric_bike,member,Thursday,November,10 to 30,16,683
electric_bike,casual,Sunday,November,10 to 30,12,286
classic_bike,member,Saturday,November,Under 10,10,645
classic_bike,member,Saturday,November,10 to 30,10,376
classic_bike,member,Monday,November,30 to 60,15,40
classic_bike,casual,Friday,November,Under 10,15,212
electric_bike,casual,Wednesday,November,10 to 30,21,56
classic_bike,casual,Sunday,November,10 to 30,11,405
classic_bike,casual,Sunday,November,Under 10,9,156
classic_bike,casual,Wednesday,November,Under 10,22,45
electric_bike,casual,Tuesday,November,Under 10,16,394
classic_bike,member,Wednesday,November,10 to 30,18,361
classic_bike,casual,Sunday,November,Under 10,17,121
electric_bike,casual,Thursday,November,10 to 30,10,48
classic_bike,member,Monday,November,10 to 30,7,429
classic_bike,casual,Friday,November,10 to 30,14,223
classic_bike,member,Saturday,November,30 to 60,11,70
classic_bike,member,Sunday,November,Under 10,22,122
classic_bike,member,Sunday,November,Under 10,9,487
electric_bike,member,Saturday,November,Under 10,0,292
electric_bike,casual,Wednesday,November,Under 10,15,326
classic_bike,casual,Friday,November,10 to 30,6,13
electric_bike,member,Friday,November,Under 10,16,1443
electric_bike,casual,Sunday,November,Under 10,13,329
classic_bike,casual,Tuesday,November,10 to 30,8,98
electric_bike,casual,Saturday,November,10 to 30,18,214
electric_bike,member,Saturday,November,30 to 60,17,34
electric_bike,member,Monday,November,10 to 30,20,181
electric_bike,casual,Sunday,November,10 to 30,15,331
electric_bike,casual,Saturday,November,Under 10,18,338
electric_bike,member,Wednesday,November,10 to 30,13,265
electric_bike,casual,Tuesday,November,Under 10,21,146
electric_bike,member,Tuesday,November,10 to 30,19,272
classic_bike,member,Saturday,November,10 to 30,15,399
electric_bike,member,Sunday,November,10 to 30,12,422
classic_bike,member,Friday,November,30 to 60,12,51
classic_bike,casual,Wednesday,November,10 to 30,14,96
classic_bike,casual,Saturday,November,10 to 30,16,359
electric_bike,member,Tuesday,November,Under 10,18,956
classic_bike,casual,Sunday,November,Under 10,0,87
electric_bike,member,Monday,November,10 to 30,19,300
electric_bike,casual,Monday,November,Under 10,14,281
electric_bike,casual,Saturday,November,10 to 30,19,150
electric_bike,member,Sunday,November,Under 10,17,608
electric_bike,member,Monday,November,10 to 30,8,571
classic_bike,member,Tuesday,November,Under 10,10,494
electric_bike,member,Sunday,November,Under 10,1,213
electric_bike,member,Thursday,November,Under 10,23,182
classic_bike,member,Thursday,November,10 to 30,9,229
classic_bike,member,Saturday,November,30 to 60,12,97
electric_bike,member,Saturday,November,Under 10,8,481
classic_bike,casual,Thursday,November,Under 10,19,87
classic_bike,member,Monday,November,Under 10,22,143
electric_bike,member,Tuesday,November,Under 10,9,744
electric_bike,casual,Wednesday,November,Under 10,22,111
classic_bike,member,Thursday,November,10 to 30,5,40
classic_bike,member,Thursday,November,10 to 30,12,179
classic_bike,member,Sunday,November,30 to 60,10,75
classic_bike,member,Tuesday,November,Under 10,21,330
classic_bike,casual,Monday,November,Under 10,22,46
classic_bike,member,Tuesday,November,10 to 30,11,211
classic_bike,casual,Monday,November,Under 10,14,105
electric_bike,casual,Sunday,November,Over 60,13,19
electric_bike,casual,Sunday,November,10 to 30,13,221
classic_bike,casual,Saturday,November,Over 60,15,55
classic_bike,member,Friday,November,10 to 30,15,503
electric_bike,member,Saturday,November,Under 10,9,675
classic_bike,casual,Friday,November,10 to 30,12,219
classic_bike,casual,Friday,November,30 to 60,12,91
classic_bike,casual,Friday,November,30 to 60,11,72
classic_bike,casual,Saturday,November,10 to 30,23,48
classic_bike,member,Thursday,November,10 to 30,15,206
classic_bike,casual,Saturday,November,Over 60,11,77
classic_bike,member,Tuesday,November,10 to 30,22,87
classic_bike,casual,Sunday,November,Under 10,7,55
classic_bike,member,Thursday,November,10 to 30,8,492
electric_bike,member,Friday,November,10 to 30,18,613
electric_bike,member,Wednesday,November,10 to 30,23,59
electric_bike,member,Sunday,November,10 to 30,21,137
electric_bike,member,Sunday,November,30 to 60,22,7
electric_bike,member,Monday,November,10 to 30,2,12
electric_bike,member,Monday,November,10 to 30,15,428
classic_bike,casual,Thursday,November,30 to 60,14,22
electric_bike,casual,Monday,November,Under 10,12,264
classic_bike,casual,Wednesday,November,10 to 30,15,97
electric_bike,member,Saturday,November,10 to 30,8,204
classic_bike,member,Tuesday,November,Under 10,6,386
classic_bike,member,Saturday,November,10 to 30,17,330
classic_bike,member,Thursday,November,10 to 30,14,182
electric_bike,member,Monday,November,10 to 30,14,288
classic_bike,member,Wednesday,November,Under 10,18,639
electric_bike,casual,Sunday,November,10 to 30,21,63
electric_bike,member,Saturday,November,10 to 30,21,152
classic_bike,member,Saturday,November,Under 10,1,124
classic_bike,casual,Friday,November,30 to 60,13,93
classic_bike,member,Friday,November,Under 10,17,1039
electric_bike,casual,Sunday,November,Under 10,14,419
classic_bike,casual,Sunday,November,Under 10,4,17
electric_bike,casual,Saturday,November,Under 10,21,173
electric_bike,member,Thursday,November,Under 10,22,289
classic_bike,member,Friday,November,Over 60,12,8
classic_bike,casual,Monday,November,Over 60,16,12
classic_bike,member,Friday,November,10 to 30,22,123
classic_bike,member,Friday,November,10 to 30,12,340
electric_bike,member,Friday,November,10 to 30,10,232
classic_bike,member,Wednesday,November,Under 10,20,318
electric_bike,member,Friday,November,10 to 30,14,519
electric_bike,member,Thursday,November,30 to 60,9,19
electric_bike,casual,Sunday,November,Under 10,9,241
electric_bike,member,Friday,November,10 to 30,9,320
electric_bike,member,Sunday,November,30 to 60,14,33
electric_bike,casual,Friday,November,10 to 30,22,85
electric_bike,member,Friday,November,10 to 30,1,28
electric_bike,casual,Monday,November,Under 10,8,345
electric_bike,casual,Wednesday,November,Under 10,7,299
electric_bike,casual,Monday,November,Under 10,11,207
classic_bike,casual,Friday,November,Under 10,18,229
classic_bike,member,Monday,November,10 to 30,12,214
classic_bike,member,Sunday,November,10 to 30,12,410
classic_bike,casual,Sunday,November,Under 10,11,240
electric_bike,casual,Saturday,November,10 to 30,14,382
electric_bike,casual,Wednesday,November,Under 10,8,371
classic_bike,member,Monday,November,10 to 30,23,27
electric_bike,member,Tuesday,November,30 to 60,19,19
electric_bike,casual,Sunday,November,Under 10,16,361
classic_bike,member,Sunday,November,30 to 60,20,17
classic_bike,casual,Tuesday,November,10 to 30,14,94
electric_bike,member,Wednesday,November,30 to 60,10,10
classic_bike,casual,Monday,November,Under 10,8,155
classic_bike,casual,Monday,November,Under 10,16,130
electric_bike,casual,Friday,November,10 to 30,13,233
classic_bike,member,Sunday,November,30 to 60,14,104
classic_bike,member,Wednesday,November,10 to 30,12,211
classic_bike,casual,Tuesday,November,30 to 60,16,31
electric_bike,member,Tuesday,November,10 to 30,8,702
electric_bike,member,Sunday,November,Under 10,19,453
classic_bike,member,Monday,November,30 to 60,12,41
electric_bike,casual,Tuesday,November,Under 10,8,380
classic_bike,member,Sunday,November,30 to 60,17,48
classic_bike,casual,Saturday,November,30 to 60,18,41
electric_bike,member,Friday,November,30 to 60,16,46
electric_bike,member,Thursday,November,10 to 30,13,175
classic_bike,casual,Thursday,November,10 to 30,15,91
electric_bike,member,Sunday,November,10 to 30,14,376
electric_bike,casual,Friday,November,Under 10,8,338
electric_bike,member,Monday,November,10 to 30,5,54
electric_bike,casual,Thursday,November,10 to 30,14,98
electric_bike,casual,Thursday,November,Under 10,14,215
classic_bike,casual,Saturday,November,Under 10,1,85
electric_bike,member,Thursday,November,Under 10,3,27
classic_bike,casual,Sunday,November,10 to 30,13,307
electric_bike,casual,Saturday,November,Under 10,9,287
classic_bike,member,Monday,November,10 to 30,11,225
classic_bike,casual,Sunday,November,Under 10,10,229
electric_bike,casual,Sunday,November,Under 10,10,319
classic_bike,casual,Saturday,November,10 to 30,18,189
classic_bike,member,Sunday,November,Under 10,20,207
classic_bike,member,Monday,November,10 to 30,20,182
classic_bike,member,Thursday,November,Over 60,16,5
electric_bike,member,Friday,November,Under 10,10,637
electric_bike,casual,Tuesday,November,Under 10,10,170
classic_bike,member,Sunday,November,Under 10,2,57
classic_bike,casual,Monday,November,Under 10,17,200
classic_bike,casual,Saturday,November,30 to 60,9,59
classic_bike,casual,Saturday,November,Under 10,16,221
classic_bike,casual,Sunday,November,Over 60,14,66
classic_bike,casual,Tuesday,November,Under 10,10,100
electric_bike,casual,Thursday,November,10 to 30,17,195
electric_bike,member,Sunday,November,Under 10,18,610
classic_bike,member,Monday,November,30 to 60,17,82
classic_bike,casual,Saturday,November,30 to 60,14,146
classic_bike,casual,Monday,November,10 to 30,19,71
classic_bike,member,Saturday,November,Over 60,12,5
classic_bike,member,Wednesday,November,30 to 60,17,80
electric_bike,member,Monday,November,Under 10,1,68
classic_bike,casual,Tuesday,November,Under 10,14,115
electric_bike,member,Thursday,November,Under 10,13,497
electric_bike,casual,Wednesday,November,30 to 60,15,16
electric_bike,casual,Tuesday,November,10 to 30,18,133
classic_bike,casual,Wednesday,November,Under 10,9,104
electric_bike,member,Saturday,November,Under 10,5,75
classic_bike,member,Tuesday,November,Over 60,17,6
electric_bike,member,Sunday,November,10 to 30,23,68
electric_bike,member,Monday,November,Under 10,6,480
classic_bike,casual,Friday,November,Under 10,12,213
electric_bike,member,Wednesday,November,30 to 60,7,27
electric_bike,member,Thursday,November,10 to 30,23,72
classic_bike,casual,Saturday,November,Under 10,14,262
electric_bike,casual,Friday,November,Over 60,11,18
electric_bike,casual,Friday,November,Under 10,19,298
classic_bike,casual,Monday,November,Under 10,20,81
electric_bike,casual,Monday,November,30 to 60,16,29
classic_bike,casual,Saturday,November,Under 10,2,68
classic_bike,casual,Saturday,November,Under 10,19,143
electric_bike,casual,Thursday,November,Under 10,11,135
classic_bike,casual,Wednesday,November,10 to 30,12,79
classic_bike,casual,Wednesday,November,Under 10,14,120
classic_bike,casual,Sunday,November,Under 10,21,55
electric_bike,casual,Friday,November,10 to 30,12,197
classic_bike,casual,Sunday,November,10 to 30,6,44
electric_bike,member,Wednesday,November,Under 10,10,539
electric_bike,casual,Saturday,November,30 to 60,11,76
classic_bike,member,Wednesday,November,Over 60,8,7
electric_bike,casual,Monday,November,Under 10,15,326
classic_bike,member,Saturday,November,Under 10,4,31
classic_bike,member,Thursday,November,Under 10,22,185
electric_bike,casual,Saturday,November,30 to 60,21,12
electric_bike,casual,Thursday,November,Under 10,13,153
electric_bike,casual,Thursday,November,10 to 30,15,127
electric_bike,casual,Wednesday,November,10 to 30,17,207
classic_bike,casual,Wednesday,November,Under 10,5,37
electric_bike,member,Saturday,November,Under 10,19,581
electric_bike,member,Saturday,November,30 to 60,16,44
electric_bike,member,Thursday,November,10 to 30,6,201
classic_bike,member,Friday,November,10 to 30,5,50
classic_bike,casual,Tuesday,November,10 to 30,7,54
electric_bike,member,Wednesday,November,10 to 30,6,227
electric_bike,casual,Monday,November,Under 10,18,318
classic_bike,casual,Sunday,November,10 to 30,19,70
classic_bike,casual,Monday,November,Under 10,13,110
classic_bike,member,Friday,November,Under 10,22,230
electric_bike,casual,Thursday,November,Under 10,8,265
electric_bike,casual,Monday,November,10 to 30,17,172
classic_bike,member,Sunday,November,10 to 30,18,180
classic_bike,member,Monday,November,Under 10,23,76
classic_bike,member,Saturday,November,30 to 60,15,101
classic_bike,casual,Wednesday,November,Under 10,11,96
classic_bike,casual,Saturday,November,10 to 30,10,262
electric_bike,casual,Saturday,November,Under 10,8,233
classic_bike,member,Sunday,November,10 to 30,8,173
electric_bike,member,Tuesday,November,10 to 30,11,219
electric_bike,casual,Monday,November,10 to 30,20,44
electric_bike,casual,Monday,November,Under 10,17,416
classic_bike,casual,Friday,November,Under 10,14,182
electric_bike,member,Friday,November,30 to 60,17,54
classic_bike,member,Thursday,November,30 to 60,14,29
classic_bike,member,Monday,November,Under 10,1,44
electric_bike,casual,Tuesday,November,Under 10,9,225
electric_bike,casual,Monday,November,Under 10,9,232
electric_bike,casual,Wednesday,November,10 to 30,7,100
classic_bike,casual,Saturday,November,10 to 30,21,92
classic_bike,member,Tuesday,November,Under 10,23,84
classic_bike,member,Monday,November,30 to 60,9,44
classic_bike,casual,Tuesday,November,Under 10,17,177
electric_bike,casual,Tuesday,November,10 to 30,17,200
electric_bike,casual,Monday,November,Under 10,13,249
classic_bike,casual,Thursday,November,10 to 30,14,77
electric_bike,casual,Wednesday,November,Under 10,20,119
classic_bike,casual,Wednesday,November,Under 10,12,105
classic_bike,casual,Monday,November,10 to 30,21,36
classic_bike,casual,Monday,November,10 to 30,10,109
electric_bike,casual,Monday,November,10 to 30,15,121
electric_bike,member,Wednesday,November,10 to 30,14,311
classic_bike,member,Wednesday,November,Under 10,5,138
electric_bike,member,Monday,November,10 to 30,0,51
classic_bike,casual,Thursday,November,Under 10,7,113
classic_bike,casual,Sunday,November,Under 10,18,99
electric_bike,casual,Saturday,November,Under 10,15,409
electric_bike,casual,Thursday,November,Under 10,19,176
classic_bike,casual,Wednesday,November,10 to 30,17,120
electric_bike,casual,Saturday,November,Under 10,10,349
electric_bike,casual,Thursday,November,Under 10,18,248
classic_bike,casual,Sunday,November,30 to 60,15,186
electric_bike,casual,Sunday,November,30 to 60,16,38
classic_bike,casual,Saturday,November,Under 10,9,173
classic_bike,casual,Saturday,November,10 to 30,9,180
classic_bike,casual,Sunday,November,10 to 30,14,332
electric_bike,casual,Saturday,November,10 to 30,16,315
classic_bike,casual,Saturday,November,30 to 60,15,158
electric_bike,casual,Saturday,November,10 to 30,15,288
classic_bike,member,Friday,November,30 to 60,17,100
electric_bike,casual,Sunday,November,30 to 60,12,59
classic_bike,casual,Monday,November,10 to 30,13,135
electric_bike,member,Thursday,November,10 to 30,21,157
