rideable_type,member_casual,Day Name,Month Name,Custom,Hour,Count
classic_bike,member,Monday,July,Over 60,17,30
classic_bike,casual,Sunday,July,10 to 30,3,59
electric_bike,member,Thursday,July,30 to 60,9,27
classic_bike,casual,Saturday,July,30 to 60,3,15
classic_bike,member,Wednesday,July,Over 60,14,12
classic_bike,member,Wednesday,July,Over 60,22,8
classic_bike,member,Sunday,July,10 to 30,23,45
classic_bike,casual,Friday,July,Under 10,3,22
classic_bike,member,Monday,July,Over 60,15,7
classic_bike,member,Sunday,July,Over 60,18,11
electric_bike,member,Thursday,July,Under 10,4,38
electric_bike,casual,Thursday,July,Over 60,8,13
electric_bike,casual,Saturday,July,30 to 60,6,10
electric_bike,casual,Thursday,July,Over 60,9,9
electric_bike,member,Saturday,July,Over 60,11,32
classic_bike,casual,Wednesday,July,Over 60,22,45
classic_bike,member,Monday,July,Over 60,10,9
electric_bike,casual,Monday,July,30 to 60,8,24
electric_bike,casual,Monday,July,30 to 60,2,6
electric_bike,member,Thursday,July,Under 10,3,32
classic_bike,casual,Saturday,July,Over 60,1,36
electric_bike,casual,Monday,July,30 to 60,1,9
electric_bike,member,Thursday,July,10 to 30,2,27
electric_bike,member,Monday,July,10 to 30,3,18
classic_bike,member,Thursday,July,Over 60,23,2
electric_bike,member,Monday,July,30 to 60,15,69
classic_bike,casual,Sunday,July,10 to 30,4,24
classic_bike,member,Saturday,July,Under 10,3,28
classic_bike,member,Monday,July,30 to 60,12,104
classic_bike,casual,Tuesday,July,Over 60,7,28
classic_bike,casual,Tuesday,July,Over 60,8,33
classic_bike,casual,Friday,July,Under 10,1,56
electric_bike,member,Monday,July,Over 60,7,7
electric_bike,member,Friday,July,Over 60,18,23
classic_bike,member,Sunday,July,Over 60,16,18
classic_bike,casual,Thursday,July,30 to 60,8,40
electric_bike,member,Thursday,July,10 to 30,4,16
electric_bike,casual,Friday,July,Over 60,3,1
classic_bike,member,Sunday,July,30 to 60,8,52
classic_bike,casual,Tuesday,July,10 to 30,5,51
electric_bike,member,Wednesday,July,Under 10,2,38
classic_bike,casual,Sunday,July,30 to 60,6,21
classic_bike,member,Friday,July,10 to 30,1,37
classic_bike,member,Tuesday,July,Over 60,16,26
classic_bike,member,Thursday,July,10 to 30,2,26
classic_bike,member,Sunday,July,Over 60,14,28
classic_bike,casual,Wednesday,July,Over 60,8,34
classic_bike,member,Friday,July,30 to 60,23,43
classic_bike,casual,Friday,July,Over 60,2,10
electric_bike,member,Tuesday,July,30 to 60,20,61
electric_bike,casual,Saturday,July,Over 60,0,35
classic_bike,member,Saturday,July,Under 10,5,52
classic_bike,member,Thursday,July,Over 60,8,7
classic_bike,member,Thursday,July,Over 60,7,10
classic_bike,member,Sunday,July,10 to 30,3,27
classic_bike,member,Saturday,July,30 to 60,4,8
classic_bike,member,Friday,July,30 to 60,10,69
classic_bike,casual,Tuesday,July,10 to 30,1,38
classic_bike,casual,Wednesday,July,Under 10,4,13
electric_bike,member,Tuesday,July,Over 60,10,11
classic_bike,member,Tuesday,July,Over 60,5,9
classic_bike,casual,Wednesday,July,30 to 60,8,38
classic_bike,casual,Thursday,July,Under 10,4,6
electric_bike,member,Thursday,July,30 to 60,10,25
classic_bike,member,Sunday,July,10 to 30,6,59
classic_bike,member,Friday,July,10 to 30,2,22
classic_bike,member,Tuesday,July,30 to 60,0,15
electric_bike,casual,Saturday,July,30 to 60,23,67
electric_bike,member,Saturday,July,Over 60,10,27
classic_bike,member,Monday,July,10 to 30,1,24
classic_bike,member,Wednesday,July,30 to 60,6,64
classic_bike,member,Saturday,July,Over 60,9,22
classic_bike,member,Friday,July,Over 60,18,22
classic_bike,member,Sunday,July,Under 10,5,38
classic_bike,casual,Saturday,July,30 to 60,5,13
classic_bike,member,Saturday,July,Over 60,21,12
electric_bike,member,Tuesday,July,10 to 30,4,19
classic_bike,member,Sunday,July,Over 60,15,21
electric_bike,casual,Wednesday,July,Over 60,9,8
electric_bike,member,Thursday,July,30 to 60,0,9
classic_bike,member,Thursday,July,30 to 60,0,17
classic_bike,member,Wednesday,July,Over 60,18,46
classic_bike,member,Sunday,July,30 to 60,4,4
electric_bike,member,Thursday,July,Over 60,18,25
electric_bike,member,Thursday,July,Over 60,11,12
electric_bike,member,Wednesday,July,10 to 30,2,23
electric_bike,member,Thursday,July,10 to 30,1,43
electric_bike,member,Thursday,July,Over 60,20,17
electric_bike,member,Sunday,July,30 to 60,10,47
electric_bike,member,Monday,July,30 to 60,5,12
classic_bike,member,Sunday,July,Over 60,17,15
electric_bike,member,Sunday,July,Over 60,19,17
electric_bike,member,Tuesday,July,10 to 30,3,30
electric_bike,member,Thursday,July,Over 60,1,3
electric_bike,member,Thursday,July,Over 60,21,11
classic_bike,casual,Saturday,July,30 to 60,1,43
classic_bike,casual,Friday,July,Over 60,5,28
electric_bike,casual,Wednesday,July,30 to 60,2,8
electric_bike,member,Wednesday,July,Over 60,17,21
classic_bike,casual,Friday,July,Over 60,8,47
electric_bike,member,Wednesday,July,Over 60,22,9
electric_bike,casual,Sunday,July,30 to 60,2,22
electric_bike,member,Sunday,July,Over 60,12,25
classic_bike,casual,Monday,July,Over 60,20,82
electric_bike,member,Thursday,July,Over 60,15,13
classic_bike,member,Sunday,July,Over 60,2,1
electric_bike,member,Tuesday,July,Over 60,17,21
electric_bike,member,Sunday,July,30 to 60,23,15
classic_bike,casual,Tuesday,July,Over 60,21,35
electric_bike,member,Tuesday,July,Under 10,3,42
electric_bike,casual,Thursday,July,30 to 60,6,10
electric_bike,casual,Saturday,July,Over 60,8,28
electric_bike,member,Tuesday,July,Over 60,14,9
electric_bike,member,Wednesday,July,30 to 60,4,3
classic_bike,member,Saturday,July,Over 60,1,5
electric_bike,member,Monday,July,30 to 60,2,8
electric_bike,casual,Monday,July,Over 60,15,65
classic_bike,casual,Thursday,July,Over 60,3,3
electric_bike,member,Tuesday,July,Over 60,13,9
electric_bike,member,Sunday,July,30 to 60,4,5
classic_bike,member,Tuesday,July,Over 60,18,16
electric_bike,member,Monday,July,30 to 60,23,21
electric_bike,member,Sunday,July,Over 60,7,5
electric_bike,casual,Friday,July,30 to 60,1,29
electric_bike,member,Saturday,July,Over 60,9,13
electric_bike,member,Monday,July,Over 60,16,11
electric_bike,casual,Wednesday,July,30 to 60,7,11
classic_bike,member,Thursday,July,Over 60,16,26
electric_bike,member,Monday,July,Over 60,20,14
classic_bike,member,Monday,July,Over 60,22,3
classic_bike,casual,Saturday,July,Over 60,3,3
classic_bike,member,Saturday,July,Over 60,5,6
electric_bike,member,Tuesday,July,30 to 60,6,14
electric_bike,member,Friday,July,Over 60,15,14
electric_bike,casual,Friday,July,30 to 60,0,24
classic_bike,casual,Saturday,July,Over 60,23,53
electric_bike,casual,Tuesday,July,Over 60,15,37
electric_bike,member,Monday,July,30 to 60,7,35
electric_bike,casual,Monday,July,30 to 60,6,6
electric_bike,casual,Monday,July,Over 60,22,6
electric_bike,casual,Sunday,July,Over 60,9,19
classic_bike,casual,Friday,July,30 to 60,3,9
classic_bike,member,Wednesday,July,10 to 30,2,6
classic_bike,casual,Tuesday,July,30 to 60,2,5
electric_bike,casual,Saturday,July,Over 60,5,2
classic_bike,casual,Monday,July,30 to 60,22,63
classic_bike,casual,Tuesday,July,Under 10,4,15
classic_bike,casual,Wednesday,July,10 to 30,1,27
electric_bike,member,Monday,July,10 to 30,1,35
classic_bike,member,Thursday,July,Over 60,19,20
classic_bike,member,Friday,July,Over 60,11,17
classic_bike,member,Friday,July,Over 60,22,5
classic_bike,casual,Friday,July,10 to 30,4,15
classic_bike,member,Wednesday,July,Over 60,19,29
electric_bike,casual,Wednesday,July,Over 60,14,36
classic_bike,member,Tuesday,July,Over 60,13,7
electric_bike,member,Wednesday,July,Over 60,20,13
classic_bike,member,Thursday,July,30 to 60,11,76
classic_bike,casual,Tuesday,July,30 to 60,23,32
classic_bike,casual,Sunday,July,Under 10,7,66
classic_bike,member,Saturday,July,30 to 60,6,37
classic_bike,member,Monday,July,Under 10,1,32
classic_bike,member,Sunday,July,Over 60,19,17
classic_bike,member,Monday,July,Under 10,4,32
classic_bike,member,Tuesday,July,Under 10,4,37
electric_bike,member,Wednesday,July,Under 10,3,37
electric_bike,member,Friday,July,Over 60,21,12
classic_bike,member,Thursday,July,30 to 60,1,4
electric_bike,casual,Sunday,July,Over 60,2,6
electric_bike,member,Monday,July,Over 60,1,3
electric_bike,casual,Wednesday,July,30 to 60,6,8
classic_bike,casual,Saturday,July,Over 60,0,60
classic_bike,casual,Saturday,July,30 to 60,2,24
electric_bike,member,Tuesday,July,Over 60,0,2
classic_bike,member,Friday,July,Over 60,20,14
electric_bike,member,Sunday,July,Over 60,4,1
classic_bike,member,Friday,July,Over 60,2,1
classic_bike,member,Sunday,July,30 to 60,3,4
electric_bike,casual,Tuesday,July,Over 60,8,15
electric_bike,member,Tuesday,July,Over 60,19,14
classic_bike,casual,Friday,July,Over 60,7,26
electric_bike,member,Friday,July,Over 60,17,22
classic_bike,casual,Wednesday,July,Over 60,23,13
electric_bike,member,Wednesday,July,30 to 60,5,13
electric_bike,member,Tuesday,July,Over 60,8,7
classic_bike,casual,Monday,July,Under 10,23,62
electric_bike,member,Tuesday,July,10 to 30,2,17
electric_bike,member,Wednesday,July,Over 60,8,10
electric_bike,member,Sunday,July,Under 10,5,82
electric_bike,casual,Monday,July,Over 60,4,1
classic_bike,casual,Monday,July,Over 60,21,33
electric_bike,member,Sunday,July,Over 60,14,23
classic_bike,casual,Monday,July,Over 60,0,30
electric_bike,member,Tuesday,July,Over 60,18,24
classic_bike,member,Tuesday,July,Over 60,9,8
electric_bike,member,Friday,July,30 to 60,6,12
electric_bike,member,Friday,July,Over 60,6,6
classic_bike,casual,Sunday,July,Over 60,2,14
electric_bike,member,Wednesday,July,10 to 30,3,25
electric_bike,casual,Tuesday,July,30 to 60,22,31
electric_bike,member,Monday,July,Over 60,14,10
classic_bike,member,Tuesday,July,Over 60,22,5
classic_bike,casual,Tuesday,July,Over 60,2,4
electric_bike,member,Friday,July,Over 60,10,13
classic_bike,member,Wednesday,July,Over 60,13,13
classic_bike,casual,Sunday,July,Over 60,22,19
classic_bike,member,Thursday,July,Over 60,4,1
electric_bike,member,Wednesday,July,30 to 60,23,31
classic_bike,casual,Monday,July,30 to 60,21,93
electric_bike,casual,Wednesday,July,30 to 60,0,13
classic_bike,member,Thursday,July,Over 60,6,6
classic_bike,member,Monday,July,10 to 30,2,12
classic_bike,member,Thursday,July,Over 60,15,24
classic_bike,member,Thursday,July,10 to 30,4,6
classic_bike,casual,Sunday,July,Over 60,8,53
classic_bike,casual,Tuesday,July,Over 60,0,10
classic_bike,member,Thursday,July,Over 60,18,23
classic_bike,member,Tuesday,July,Over 60,19,18
classic_bike,member,Monday,July,Under 10,2,15
electric_bike,member,Tuesday,July,Over 60,12,10
electric_bike,member,Tuesday,July,Over 60,7,5
electric_bike,member,Friday,July,30 to 60,21,59
electric_bike,member,Friday,July,Over 60,1,4
electric_bike,member,Monday,July,Over 60,22,8
classic_bike,casual,Tuesday,July,Over 60,4,2
classic_bike,casual,Thursday,July,Over 60,5,2
classic_bike,member,Tuesday,July,Over 60,15,13
electric_bike,member,Wednesday,July,30 to 60,11,49
classic_bike,casual,Saturday,July,10 to 30,3,42
classic_bike,casual,Friday,July,Over 60,0,19
classic_bike,member,Monday,July,Over 60,12,8
classic_bike,casual,Thursday,July,Over 60,6,20
electric_bike,member,Tuesday,July,Over 60,20,10
electric_bike,casual,Monday,July,Over 60,0,15
electric_bike,member,Tuesday,July,30 to 60,1,6
electric_bike,member,Wednesday,July,Over 60,16,25
classic_bike,member,Monday,July,Over 60,8,9
electric_bike,casual,Sunday,July,30 to 60,6,11
classic_bike,member,Friday,July,10 to 30,3,7
classic_bike,casual,Wednesday,July,30 to 60,2,5
electric_bike,member,Monday,July,30 to 60,1,5
electric_bike,casual,Friday,July,Over 60,11,50
electric_bike,member,Tuesday,July,30 to 60,2,4
electric_bike,casual,Saturday,July,30 to 60,4,1
classic_bike,member,Monday,July,Over 60,9,6
classic_bike,member,Monday,July,Over 60,20,6
electric_bike,casual,Saturday,July,Over 60,1,14
electric_bike,casual,Friday,July,30 to 60,4,6
classic_bike,casual,Sunday,July,Over 60,23,22
electric_bike,member,Monday,July,30 to 60,10,26
classic_bike,member,Wednesday,July,Over 60,11,10
classic_bike,member,Sunday,July,30 to 60,23,7
electric_bike,casual,Tuesday,July,Over 60,23,6
classic_bike,casual,Thursday,July,30 to 60,1,16
classic_bike,member,Sunday,July,30 to 60,2,7
classic_bike,member,Tuesday,July,Under 10,2,18
classic_bike,casual,Thursday,July,Under 10,2,24
classic_bike,member,Tuesday,July,10 to 30,1,18
classic_bike,member,Saturday,July,30 to 60,1,11
electric_bike,casual,Monday,July,Over 60,1,10
classic_bike,member,Monday,July,Over 60,19,14
classic_bike,casual,Wednesday,July,30 to 60,3,3
classic_bike,member,Saturday,July,Over 60,10,36
classic_bike,member,Wednesday,July,Over 60,9,12
classic_bike,casual,Wednesday,July,Under 10,2,24
classic_bike,casual,Thursday,July,10 to 30,3,9
classic_bike,member,Monday,July,10 to 30,4,19
classic_bike,casual,Tuesday,July,30 to 60,21,71
electric_bike,member,Saturday,July,Over 60,17,29
classic_bike,casual,Tuesday,July,30 to 60,1,17
classic_bike,member,Thursday,July,Over 60,13,15
electric_bike,casual,Wednesday,July,Over 60,8,6
electric_bike,member,Tuesday,July,Over 60,16,14
electric_bike,member,Wednesday,July,Over 60,14,14
classic_bike,member,Sunday,July,Over 60,20,6
electric_bike,casual,Saturday,July,Over 60,21,40
electric_bike,member,Saturday,July,Over 60,16,30
electric_bike,member,Thursday,July,Over 60,19,12
electric_bike,casual,Sunday,July,Over 60,23,12
classic_bike,casual,Monday,July,Over 60,23,22
classic_bike,casual,Wednesday,July,Under 10,3,16
electric_bike,member,Friday,July,30 to 60,4,6
classic_bike,casual,Monday,July,30 to 60,23,20
classic_bike,member,Tuesday,July,Under 10,1,39
classic_bike,casual,Tuesday,July,30 to 60,7,26
classic_bike,member,Thursday,July,Over 60,14,17
classic_bike,member,Wednesday,July,Over 60,12,10
classic_bike,casual,Tuesday,July,10 to 30,2,13
classic_bike,member,Tuesday,July,Over 60,21,3
electric_bike,casual,Thursday,July,Over 60,10,19
classic_bike,casual,Tuesday,July,10 to 30,4,9
classic_bike,casual,Friday,July,30 to 60,4,2
classic_bike,member,Tuesday,July,Over 60,0,2
classic_bike,casual,Sunday,July,Under 10,5,23
classic_bike,member,Sunday,July,Over 60,10,14
classic_bike,casual,Sunday,July,30 to 60,7,28
electric_bike,member,Wednesday,July,30 to 60,0,13
classic_bike,member,Saturday,July,Over 60,20,17
electric_bike,casual,Saturday,July,30 to 60,5,9
electric_bike,casual,Friday,July,Over 60,22,20
electric_bike,member,Friday,July,Over 60,23,2
electric_bike,member,Wednesday,July,Over 60,7,5
electric_bike,casual,Sunday,July,Over 60,4,6
electric_bike,member,Tuesday,July,30 to 60,5,8
electric_bike,member,Sunday,July,30 to 60,7,9
classic_bike,member,Monday,July,Over 60,21,6
electric_bike,member,Sunday,July,Over 60,9,8
electric_bike,member,Wednesday,July,Over 60,19,8
electric_bike,casual,Wednesday,July,Over 60,1,4
electric_bike,casual,Thursday,July,30 to 60,2,7
classic_bike,casual,Thursday,July,Under 10,3,12
classic_bike,casual,Tuesday,July,Over 60,1,6
classic_bike,member,Saturday,July,Over 60,18,23
classic_bike,casual,Sunday,July,30 to 60,23,19
classic_bike,member,Friday,July,Over 60,12,25
classic_bike,member,Monday,July,Over 60,11,9
electric_bike,casual,Tuesday,July,Over 60,22,3
classic_bike,casual,Tuesday,July,Under 10,2,10
classic_bike,casual,Saturday,July,Over 60,6,24
classic_bike,casual,Wednesday,July,10 to 30,4,4
electric_bike,member,Saturday,July,Over 60,7,8
classic_bike,casual,Friday,July,Under 10,4,13
classic_bike,casual,Monday,July,Over 60,22,22
electric_bike,casual,Thursday,July,Over 60,0,11
electric_bike,casual,Monday,July,Over 60,23,3
classic_bike,member,Friday,July,Over 60,0,3
classic_bike,casual,Saturday,July,Over 60,5,13
classic_bike,member,Friday,July,Over 60,10,16
classic_bike,member,Monday,July,30 to 60,22,38
classic_bike,casual,Saturday,July,Over 60,4,4
electric_bike,casual,Monday,July,Over 60,20,16
electric_bike,casual,Saturday,July,Over 60,2,2
electric_bike,casual,Sunday,July,Over 60,20,32
electric_bike,casual,Friday,July,Over 60,1,4
classic_bike,member,Tuesday,July,Over 60,4,2
electric_bike,member,Sunday,July,Over 60,8,5
electric_bike,member,Sunday,July,30 to 60,2,10
electric_bike,member,Tuesday,July,Over 60,21,5
electric_bike,member,Friday,July,Over 60,9,11
classic_bike,member,Friday,July,Over 60,1,2
electric_bike,member,Thursday,July,Over 60,8,2
electric_bike,member,Tuesday,July,Over 60,22,8
electric_bike,member,Tuesday,July,30 to 60,0,11
classic_bike,member,Wednesday,July,Under 10,2,10
classic_bike,casual,Thursday,July,30 to 60,0,19
classic_bike,member,Tuesday,July,Over 60,11,8
electric_bike,member,Sunday,July,30 to 60,6,7
classic_bike,casual,Friday,July,30 to 60,7,41
classic_bike,member,Tuesday,July,30 to 60,4,1
classic_bike,member,Saturday,July,30 to 60,3,4
classic_bike,member,Wednesday,July,Over 60,21,10
electric_bike,member,Sunday,July,30 to 60,5,7
classic_bike,casual,Monday,July,Under 10,4,18
classic_bike,casual,Tuesday,July,30 to 60,5,7
electric_bike,casual,Saturday,July,Over 60,6,10
electric_bike,member,Saturday,July,Over 60,23,4
classic_bike,member,Saturday,July,30 to 60,2,5
classic_bike,casual,Monday,July,Over 60,7,13
classic_bike,member,Wednesday,July,Over 60,6,5
electric_bike,casual,Sunday,July,Over 60,3,1
electric_bike,casual,Thursday,July,Over 60,23,15
electric_bike,member,Thursday,July,Over 60,9,6
classic_bike,member,Tuesday,July,Over 60,6,12
classic_bike,casual,Thursday,July,Over 60,2,10
classic_bike,casual,Tuesday,July,30 to 60,3,5
classic_bike,member,Tuesday,July,10 to 30,2,5
classic_bike,member,Tuesday,July,30 to 60,1,2
electric_bike,member,Wednesday,July,Over 60,18,28
classic_bike,member,Sunday,July,30 to 60,1,9
classic_bike,member,Tuesday,July,Over 60,14,11
